entry_date,order_id,revenue,cost_energy,cost_material,cost_labor,profit
2024-04-23,ORD-1376,104250.0,240.81,31619.83,266.53,72122.83
2024-04-24,ORD-1377,42950.0,84.4,13077.94,109.95,29677.71
2024-04-23,ORD-1378,117100.0,229.9,35570.77,299.06,81000.27
2024-04-25,ORD-1379,86450.0,169.76,26276.96,221.25,59782.03
2024-04-23,ORD-1380,99550.0,196.23,30273.0,254.92,68825.84
2024-04-24,ORD-1381,109000.0,237.4,33155.51,278.75,75328.34
2024-04-25,ORD-1382,69600.0,152.39,21165.02,178.2,48104.39
2024-04-26,ORD-1383,141150.0,205.83,38272.66,241.55,102429.97
2024-04-26,ORD-1384,48550.0,116.79,14803.97,124.38,33504.86
2024-04-25,ORD-1385,156300.0,250.04,42268.16,266.44,113515.36
2024-04-26,ORD-1386,118100.0,283.79,36024.0,302.63,81489.58
2024-04-25,ORD-1387,92750.0,222.8,28273.15,237.25,64016.81
2024-04-27,ORD-1388,122250.0,182.89,33018.62,208.24,88840.25
2024-04-26,ORD-1389,159300.0,239.7,43094.16,271.85,115694.29
2024-04-26,ORD-1390,100500.0,151.11,27191.81,171.58,72985.5
2024-04-27,ORD-1391,58150.0,130.84,17662.54,148.22,40208.4
2024-04-29,ORD-1392,139200.0,232.77,37734.82,238.16,100994.25
2024-04-27,ORD-1393,46500.0,117.53,14211.29,119.39,32051.79
2024-04-29,ORD-1394,82900.0,206.15,25203.78,211.66,57278.41
2024-04-28,ORD-1395,139500.0,271.0,43929.48,277.37,95022.15
2024-04-29,ORD-1396,62650.0,156.36,19085.03,160.04,43248.57
2024-04-28,ORD-1397,70200.0,122.37,19065.08,119.85,50892.7
2024-04-29,ORD-1398,51350.0,128.6,15671.35,131.12,35418.94
2024-04-29,ORD-1399,132300.0,222.6,35936.37,226.04,95914.98
2024-04-30,ORD-1400,115950.0,196.07,31586.6,198.39,83968.93
2024-04-30,ORD-1401,130050.0,254.45,41058.52,257.38,88479.66
2024-05-01,ORD-1402,155700.0,272.73,42506.88,265.88,112654.51
2024-04-30,ORD-1403,74100.0,130.4,20272.51,126.83,53570.27
2024-04-30,ORD-1404,68100.0,118.9,18637.63,116.39,49227.08
2024-05-01,ORD-1405,114800.0,302.53,35405.37,294.21,78797.89
2024-05-02,ORD-1406,143250.0,250.8,39073.63,243.83,103681.74
2024-05-01,ORD-1407,95850.0,282.69,29333.3,245.12,65988.88
2024-05-01,ORD-1408,156900.0,309.69,42688.8,268.68,113632.83
2024-05-02,ORD-1409,73350.0,217.53,22503.1,188.16,50441.21
2024-05-02,ORD-1410,133650.0,225.99,36432.85,227.33,96763.83
2024-05-02,ORD-1411,46950.0,119.53,14458.78,120.48,32251.22
2024-05-03,ORD-1412,119850.0,202.58,32675.2,203.89,86768.33
2024-05-04,ORD-1413,166350.0,266.22,45478.62,285.3,120319.86
2024-05-05,ORD-1414,148050.0,235.75,40298.54,252.47,107263.24
2024-05-05,ORD-1415,73500.0,125.9,19862.64,125.18,53386.28
2024-05-05,ORD-1416,66250.0,170.05,20202.13,169.46,45708.37
2024-05-05,ORD-1417,124500.0,213.29,33725.95,212.87,90347.88
2024-05-05,ORD-1418,95850.0,164.16,25902.5,163.46,69619.88
2024-05-06,ORD-1419,79700.0,240.6,28517.08,239.29,50703.03
2024-05-06,ORD-1420,86300.0,238.35,26528.18,221.15,59312.32
2024-05-06,ORD-1421,48600.0,135.27,15010.17,125.14,33329.42
2024-05-06,ORD-1422,108550.0,299.62,33389.97,277.91,74582.5
2024-05-06,ORD-1423,117300.0,321.89,36070.36,300.43,80607.32
2024-05-07,ORD-1424,50750.0,130.38,15662.44,130.01,34827.17
2024-05-06,ORD-1425,128700.0,219.86,35284.08,219.94,92976.11
2024-05-08,ORD-1426,112500.0,192.58,30894.08,192.35,81220.98
2024-05-08,ORD-1427,94500.0,178.85,25908.12,161.23,68251.8
2024-05-09,ORD-1428,113700.0,214.84,31213.12,193.55,82078.5
2024-05-09,ORD-1429,96600.0,184.05,26648.35,165.7,69601.91
2024-05-09,ORD-1430,107000.0,304.06,33156.22,274.52,73265.2
2024-05-08,ORD-1431,85850.0,244.4,26586.67,220.12,58798.82
2024-05-08,ORD-1432,144150.0,249.04,39458.45,246.88,104195.63
2024-05-09,ORD-1433,138450.0,240.4,37984.9,237.74,99986.97
2024-05-10,ORD-1434,109500.0,188.88,29962.22,187.07,79161.83
2024-05-11,ORD-1435,107150.0,278.06,32688.6,274.64,73908.7
2024-05-11,ORD-1436,79850.0,207.97,24387.22,205.03,55049.79
2024-05-09,ORD-1437,131550.0,226.88,35678.72,224.82,95419.57
2024-05-10,ORD-1438,160950.0,278.33,43584.8,275.22,116811.64
2024-05-11,ORD-1439,79350.0,137.35,21488.32,135.3,57589.02
2024-05-12,ORD-1440,163950.0,294.04,44369.4,280.43,119006.13
2024-05-12,ORD-1441,67400.0,181.28,20558.83,172.78,46487.11
2024-05-13,ORD-1442,77650.0,225.81,23683.14,199.38,53541.67
2024-05-12,ORD-1443,130950.0,253.19,35463.98,224.09,95008.73
2024-05-13,ORD-1444,57050.0,166.7,17458.72,146.98,39277.6
2024-05-12,ORD-1445,84700.0,221.88,25805.38,217.85,58454.9
2024-05-13,ORD-1446,84000.0,220.02,25563.07,215.72,58001.19
2024-05-12,ORD-1447,128100.0,224.31,34568.7,219.25,93087.74
2024-05-12,ORD-1448,92000.0,240.68,27986.11,236.03,63537.18
2024-05-14,ORD-1449,79950.0,139.24,21565.06,136.76,58108.94
2024-05-13,ORD-1450,83250.0,168.68,22351.2,142.06,60588.06
2024-05-14,ORD-1451,71850.0,236.39,21822.31,184.63,49606.67
2024-05-14,ORD-1452,62550.0,163.53,19961.02,127.05,42298.39
2024-05-16,ORD-1453,80400.0,177.38,21731.76,137.99,58352.87
2024-05-15,ORD-1454,63150.0,207.95,19105.84,161.89,43674.32
2024-05-16,ORD-1455,87200.0,281.01,26145.97,224.05,60548.97
2024-05-15,ORD-1456,53300.0,171.52,15938.3,136.34,37053.84
2024-05-17,ORD-1457,98150.0,315.19,29429.14,251.94,68153.73
2024-05-16,ORD-1458,120000.0,257.86,31995.98,205.35,87540.81
2024-05-18,ORD-1459,71550.0,268.96,24900.12,214.61,46166.31
2024-05-16,ORD-1460,139650.0,299.54,36994.46,239.23,102116.77
2024-05-16,ORD-1461,70950.0,151.56,18734.38,121.27,51942.8
2024-05-19,ORD-1462,166950.0,393.14,44113.86,284.8,122158.2
2024-05-19,ORD-1463,123450.0,290.71,32600.74,211.04,90347.52
2024-05-17,ORD-1464,168750.0,398.79,44707.32,289.15,123354.73
2024-05-17,ORD-1465,41850.0,147.95,12462.66,107.35,29132.04
2024-05-20,ORD-1466,64050.0,137.82,16803.28,109.59,46999.3
2024-05-20,ORD-1467,90150.0,193.54,23673.78,154.5,66128.18
2024-05-20,ORD-1468,60950.0,196.31,18020.34,156.39,42576.96
2024-05-20,ORD-1469,89100.0,191.4,23398.96,152.3,65357.34
2024-05-19,ORD-1470,50800.0,168.84,15061.32,130.48,35439.36
2024-05-21,ORD-1471,139650.0,308.93,36698.43,238.24,102404.39
2024-05-19,ORD-1472,55250.0,184.18,16390.26,141.99,38533.57
2024-05-22,ORD-1473,111050.0,388.61,32760.93,285.47,77614.99
2024-05-20,ORD-1474,109800.0,255.75,28794.36,188.07,80561.82
2024-05-21,ORD-1475,82000.0,286.75,24152.0,210.47,57350.78
2024-05-21,ORD-1476,105900.0,246.94,27736.61,180.93,77735.53
2024-05-23,ORD-1477,64500.0,145.97,16932.67,110.48,47310.88
2024-05-21,ORD-1478,81750.0,185.04,21479.41,140.29,59945.26
2024-05-23,ORD-1479,112250.0,381.6,33145.12,288.57,78434.71
2024-05-22,ORD-1480,50550.0,171.18,14874.88,129.44,35374.5
2024-05-21,ORD-1481,116100.0,262.66,30455.29,198.95,85183.1
2024-05-24,ORD-1482,83700.0,190.02,21906.76,143.9,61459.32
2024-05-22,ORD-1483,93350.0,317.53,27480.9,240.53,65311.05
2024-05-24,ORD-1484,53500.0,192.87,15671.81,137.33,37498.0
2024-05-23,ORD-1485,44350.0,185.07,15146.5,132.94,28885.49
2024-05-23,ORD-1486,144300.0,345.65,37511.17,247.49,106195.69
2024-05-23,ORD-1487,163050.0,389.22,42414.08,279.31,119967.39
2024-05-25,ORD-1488,145650.0,368.88,37744.7,249.55,107286.87
2024-05-25,ORD-1489,51150.0,194.06,14911.49,131.07,35913.38
2024-05-25,ORD-1490,75700.0,338.01,25978.61,228.6,49154.79
2024-05-24,ORD-1491,57900.0,219.82,16891.92,148.38,40639.88
2024-05-25,ORD-1492,130050.0,329.01,33706.18,222.83,95791.98
2024-05-25,ORD-1493,120900.0,281.38,31182.34,206.87,89229.42
2024-05-27,ORD-1494,65250.0,228.14,18929.38,167.29,45925.19
2024-05-27,ORD-1495,76500.0,320.35,26512.7,234.62,49432.33
2024-05-28,ORD-1496,90350.0,307.58,26090.08,232.02,63720.32
2024-05-26,ORD-1497,96600.0,218.89,24765.42,165.54,71450.15
2024-05-26,ORD-1498,95250.0,215.63,24419.86,163.05,70451.46
2024-05-28,ORD-1499,76850.0,256.72,22109.97,197.48,54285.84
2024-05-28,ORD-1500,47000.0,156.47,13506.87,120.7,33215.97
2024-05-29,ORD-1501,119100.0,264.14,30397.62,203.42,88234.82
2024-05-28,ORD-1502,63050.0,209.77,18109.53,161.91,44568.79
2024-05-29,ORD-1503,135750.0,323.43,34841.78,233.05,100351.74
2024-05-28,ORD-1504,77400.0,184.56,19953.44,133.37,57128.63
2024-05-28,ORD-1505,126000.0,299.11,32385.97,216.01,93098.91
2024-05-30,ORD-1506,94050.0,264.24,28433.65,190.1,65162.0
2024-05-30,ORD-1507,65950.0,235.47,19038.71,169.69,46506.13
2024-05-31,ORD-1508,128250.0,304.76,32774.53,219.97,94950.74
2024-05-29,ORD-1509,160650.0,382.92,41159.6,276.19,118831.3
2024-05-30,ORD-1510,55450.0,188.13,15978.1,142.63,39141.14
2024-05-30,ORD-1511,83550.0,188.93,21342.38,143.04,61875.64
2024-05-30,ORD-1512,157650.0,357.21,40351.64,270.75,116670.4
2024-05-31,ORD-1513,172650.0,391.22,44176.44,296.32,127786.02
2024-06-01,ORD-1514,98950.0,325.11,28546.69,254.46,69823.74
2024-06-02,ORD-1515,96750.0,211.98,24813.22,166.08,71558.72
2024-06-01,ORD-1516,85500.0,186.24,21903.02,146.73,63264.01
2024-06-01,ORD-1517,175200.0,383.39,44801.64,300.56,129714.41
2024-06-02,ORD-1518,60300.0,221.12,17447.35,155.26,42476.27
2024-06-01,ORD-1519,99650.0,364.58,28791.0,256.37,70238.05
2024-06-03,ORD-1520,104000.0,380.73,30014.62,267.13,73337.52
2024-06-04,ORD-1521,72900.0,175.03,18866.08,125.12,53733.77
2024-06-04,ORD-1522,81300.0,195.97,21031.04,139.6,59933.39
2024-06-02,ORD-1523,109200.0,393.81,31894.5,282.05,76629.64
2024-06-04,ORD-1524,86400.0,206.7,22345.48,148.26,63699.57
2024-06-05,ORD-1525,143100.0,345.56,36740.99,245.18,105768.27
2024-06-05,ORD-1526,166950.0,401.93,42851.68,286.55,123409.84
2024-06-06,ORD-1527,169950.0,407.05,43674.8,291.09,125577.06
2024-06-06,ORD-1528,161100.0,385.23,41366.0,276.11,119072.66
2024-06-05,ORD-1529,118300.0,425.4,34271.25,304.44,83298.9
2024-06-07,ORD-1530,102250.0,348.17,45024.15,262.87,56614.81
2024-06-05,ORD-1531,107250.0,244.13,41993.26,184.3,64828.32
2024-06-08,ORD-1532,103050.0,262.47,40348.88,176.7,62261.94
2024-06-06,ORD-1533,112200.0,286.07,44049.0,192.84,67672.09
2024-06-07,ORD-1534,64500.0,246.83,28543.75,166.25,35543.17
2024-06-06,ORD-1535,177450.0,450.84,69597.42,303.62,107098.11
2024-06-08,ORD-1536,103950.0,384.95,46168.15,267.32,57129.57
2024-06-09,ORD-1537,44500.0,166.6,19840.13,114.99,24378.28
2024-06-09,ORD-1538,112950.0,279.64,44463.14,193.51,68013.7
2024-06-09,ORD-1539,82300.0,311.25,36706.61,212.14,45070.0
2024-06-10,ORD-1540,53000.0,200.3,23641.55,136.41,29021.74
2024-06-09,ORD-1541,158400.0,399.79,62807.12,272.34,94920.75
2024-06-10,ORD-1542,52050.0,197.31,23286.04,134.48,28432.17
2024-06-09,ORD-1543,145650.0,377.31,58145.04,250.01,86877.64
2024-06-11,ORD-1544,171750.0,444.8,68793.0,295.44,102216.76
2024-06-11,ORD-1545,88800.0,255.62,42381.78,181.4,45981.2
2024-06-12,ORD-1546,76800.0,279.54,34829.71,198.42,41492.33
2024-06-11,ORD-1547,111000.0,267.39,44545.96,190.06,65996.59
2024-06-12,ORD-1548,40700.0,147.48,18395.5,104.67,22052.36
2024-06-10,ORD-1549,83300.0,301.89,37782.91,215.05,45000.15
2024-06-13,ORD-1550,104100.0,418.98,47288.34,268.38,56124.29
2024-06-11,ORD-1551,54500.0,220.01,24707.59,140.23,29432.17
2024-06-13,ORD-1552,64200.0,173.12,25944.48,110.76,37971.64
2024-06-12,ORD-1553,52200.0,166.75,24979.1,106.53,26947.62
2024-06-13,ORD-1554,65100.0,246.23,29738.03,168.09,34947.65
2024-06-14,ORD-1555,141450.0,355.06,57232.83,243.04,83619.08
2024-06-14,ORD-1556,115950.0,292.91,47107.96,200.0,68349.13
2024-06-14,ORD-1557,114250.0,430.08,52177.97,294.52,61347.42
2024-06-15,ORD-1558,78150.0,219.41,31881.67,134.01,45914.91
2024-06-13,ORD-1559,70150.0,296.21,32362.65,181.49,37309.66
2024-06-15,ORD-1560,153150.0,431.8,62602.9,264.14,89851.16
2024-06-14,ORD-1561,151950.0,409.29,62548.36,260.54,88731.81
2024-06-16,ORD-1562,54150.0,210.84,25274.78,139.62,28524.75
2024-06-15,ORD-1563,70400.0,273.95,32824.7,181.51,37119.84
2024-06-16,ORD-1564,102200.0,397.45,47738.68,264.1,53799.77
2024-06-17,ORD-1565,64800.0,168.54,26885.43,111.8,37634.23
2024-06-16,ORD-1566,142950.0,379.1,59359.95,245.94,82965.01
2024-06-17,ORD-1567,88200.0,233.89,36634.28,151.95,51179.88
2024-06-19,ORD-1568,69800.0,287.53,32997.75,180.2,36334.52
2024-06-18,ORD-1569,54800.0,225.76,25861.19,140.96,28572.09
2024-06-17,ORD-1570,117250.0,482.07,55349.55,302.12,61116.26
2024-06-19,ORD-1571,80550.0,326.22,38384.28,208.28,41631.23
2024-06-21,ORD-1572,83550.0,203.26,35271.04,144.17,47931.53
2024-06-19,ORD-1573,110100.0,267.68,46293.24,189.07,63350.01
2024-06-20,ORD-1574,88350.0,214.81,37160.56,151.78,50822.85
2024-06-22,ORD-1575,100100.0,396.25,47419.92,258.19,52025.63
2024-06-21,ORD-1576,87450.0,229.8,36740.61,150.48,50329.11
2024-06-21,ORD-1577,60150.0,158.67,25290.62,103.46,34597.25
2024-06-21,ORD-1578,81900.0,216.32,34475.78,140.87,47067.04
2024-06-21,ORD-1579,70050.0,219.61,34979.07,143.2,34708.11
2024-06-20,ORD-1580,67900.0,269.29,32132.3,175.2,35323.21
2024-06-21,ORD-1581,130050.0,355.48,54760.38,223.99,74710.14
2024-06-23,ORD-1582,95850.0,259.55,40313.23,164.8,55112.42
2024-06-21,ORD-1583,165900.0,452.44,70027.68,285.25,95134.63
2024-06-23,ORD-1584,122550.0,325.78,52070.0,211.04,69943.18
2024-06-22,ORD-1585,127950.0,338.65,54356.0,220.64,73034.72
2024-06-24,ORD-1586,125550.0,334.16,53340.0,216.32,71659.51
2024-06-23,ORD-1587,55550.0,222.4,26670.0,144.0,28513.61
2024-06-23,ORD-1588,107700.0,285.95,45720.0,185.32,61508.73
2024-06-24,ORD-1589,52350.0,208.48,25098.38,135.55,26907.6
2024-06-24,ORD-1590,79350.0,255.86,41233.56,166.42,37694.16
2024-06-25,ORD-1591,76000.0,301.72,36678.69,196.83,38822.75
2024-06-25,ORD-1592,87400.0,346.54,42096.59,225.67,44731.2
2024-06-25,ORD-1593,107700.0,285.36,46028.16,185.43,61201.05
2024-06-24,ORD-1594,78650.0,313.08,37693.69,202.45,40440.79
2024-06-25,ORD-1595,109400.0,436.4,52651.5,282.72,56029.38
2024-06-26,ORD-1596,159900.0,425.33,68287.4,275.77,90911.51
2024-06-27,ORD-1597,123750.0,355.28,53213.9,213.16,69967.65
2024-06-26,ORD-1598,94950.0,272.58,40874.45,163.64,53639.32
2024-06-27,ORD-1599,84600.0,363.1,40874.45,218.44,43144.02
2024-06-27,ORD-1600,64550.0,276.37,31234.25,166.58,32872.8
2024-06-25,ORD-1601,98800.0,426.08,47911.79,255.96,50206.16
2024-06-26,ORD-1602,111750.0,450.45,54583.81,288.87,56426.87
2024-06-28,ORD-1603,114750.0,462.1,56042.62,296.54,57948.74
2024-06-27,ORD-1604,54050.0,217.9,26453.09,139.87,27239.15
2024-06-28,ORD-1605,59850.0,242.57,29249.14,154.78,30203.51
2024-06-27,ORD-1606,39550.0,200.8,22982.44,121.19,16245.57
2024-06-29,ORD-1607,95650.0,408.25,46843.2,247.1,48151.44
2024-06-29,ORD-1608,88300.0,377.64,43329.96,228.52,44363.88
2024-06-29,ORD-1609,112700.0,481.38,55260.34,291.5,56666.77
2024-06-29,ORD-1610,88350.0,258.33,38804.42,152.43,49134.83
2024-06-28,ORD-1611,65250.0,189.49,28578.93,112.44,36369.15
2024-06-29,ORD-1612,66750.0,291.73,32962.45,172.46,33323.35
2024-06-30,ORD-1613,78500.0,345.79,39086.27,203.22,38864.72
2024-06-30,ORD-1614,145500.0,427.42,64202.54,250.91,80619.12
2024-06-30,ORD-1615,86250.0,378.88,42900.77,222.76,42747.59
2024-07-02,ORD-1616,83250.0,228.42,36736.03,143.11,46142.44
2024-07-02,ORD-1617,99600.0,276.33,44003.95,172.03,55147.69
2024-07-01,ORD-1618,56900.0,235.6,28317.6,146.76,28200.04
2024-07-02,ORD-1619,113700.0,471.53,56635.2,293.43,56299.84
2024-07-03,ORD-1620,152850.0,425.64,67564.8,263.45,84596.1
2024-07-02,ORD-1621,71350.0,300.25,35647.16,183.94,35218.64
2024-07-03,ORD-1622,63450.0,178.73,28224.83,109.15,34937.28
2024-07-03,ORD-1623,79600.0,336.77,39940.8,205.95,39116.47
2024-07-04,ORD-1624,112050.0,315.28,49726.3,192.77,61815.65
2024-07-04,ORD-1625,177750.0,495.87,79863.28,307.04,97083.81
2024-07-05,ORD-1626,94100.0,392.46,47515.3,243.16,45949.08
2024-07-05,ORD-1627,91550.0,382.11,46307.28,237.07,44623.54
2024-07-05,ORD-1628,85650.0,238.97,38522.29,148.23,46740.51
2024-07-06,ORD-1629,88500.0,247.94,39952.9,152.76,48146.4
2024-07-06,ORD-1630,111000.0,309.29,50211.07,191.63,60288.0
2024-07-04,ORD-1631,103250.0,431.91,52514.1,267.3,50036.69
2024-07-06,ORD-1632,89100.0,252.56,40544.4,154.05,48148.99
2024-07-07,ORD-1633,61800.0,173.87,27933.6,106.2,33586.33
2024-07-06,ORD-1634,134250.0,380.86,61020.0,232.54,72616.59
2024-07-08,ORD-1635,100350.0,282.66,45521.28,173.61,54372.46
2024-07-08,ORD-1636,85150.0,358.99,43387.47,220.12,41183.43
2024-07-06,ORD-1637,101400.0,286.03,45927.72,174.82,55011.43
2024-07-08,ORD-1638,114750.0,367.62,59340.24,225.57,54816.57
2024-07-09,ORD-1639,92000.0,387.8,46963.22,238.28,44410.7
2024-07-08,ORD-1640,87150.0,244.47,39576.51,150.66,47178.36
2024-07-09,ORD-1641,150300.0,420.62,68106.84,259.58,81512.97
2024-07-08,ORD-1642,69900.0,283.69,35875.71,181.0,33559.59
2024-07-08,ORD-1643,83550.0,226.82,38022.12,143.96,45157.1
2024-07-10,ORD-1644,87750.0,237.43,40230.96,151.57,47130.04
2024-07-11,ORD-1645,101400.0,273.53,46388.76,175.02,54562.69
2024-07-10,ORD-1646,152700.0,411.35,69788.4,262.9,82237.34
2024-07-09,ORD-1647,105750.0,428.22,54522.19,274.21,50525.38
2024-07-12,ORD-1648,160800.0,449.3,74020.2,277.11,86053.39
2024-07-11,ORD-1649,152250.0,424.19,70233.12,263.42,81329.27
2024-07-11,ORD-1650,116600.0,487.04,60421.14,301.74,55390.09
2024-07-11,ORD-1651,60150.0,318.16,37601.55,187.06,22043.23
2024-07-11,ORD-1652,102450.0,451.87,53457.0,265.93,48275.2
2024-07-14,ORD-1653,103450.0,464.07,54144.48,268.61,48572.84
2024-07-14,ORD-1654,98100.0,438.57,51437.26,254.73,45969.44
2024-07-12,ORD-1655,89850.0,266.55,41649.6,154.67,47779.18
2024-07-12,ORD-1656,151950.0,453.43,70457.24,262.57,80776.75
2024-07-15,ORD-1657,43650.0,187.83,23010.77,112.92,20338.48
2024-07-15,ORD-1658,115200.0,331.51,54007.01,198.99,60662.49
2024-07-14,ORD-1659,50600.0,243.05,31113.43,151.77,19091.75
2024-07-14,ORD-1660,153600.0,420.91,72315.8,264.85,80598.44
2024-07-16,ORD-1661,119100.0,346.72,56849.52,205.8,61697.97
2024-07-17,ORD-1662,51950.0,226.68,27837.03,134.41,23751.88
2024-07-15,ORD-1663,98200.0,428.75,52681.98,254.63,44834.63
2024-07-17,ORD-1664,109650.0,350.17,52655.4,189.62,56454.81
2024-07-16,ORD-1665,44950.0,214.46,24232.23,116.32,20387.0
2024-07-16,ORD-1666,54100.0,256.34,29175.39,140.12,24528.15
2024-07-18,ORD-1667,164550.0,522.66,78804.0,284.32,84939.02
2024-07-18,ORD-1668,60450.0,279.2,32702.18,156.33,27312.29
2024-07-19,ORD-1669,103900.0,482.22,56257.47,268.94,46891.37
2024-07-18,ORD-1670,60150.0,186.23,28924.7,103.83,30935.23
2024-07-19,ORD-1671,143400.0,443.67,68786.11,247.43,73922.79
2024-07-18,ORD-1672,134100.0,375.53,64791.55,231.39,68701.53
2024-07-19,ORD-1673,127800.0,347.66,61776.82,220.2,65455.32
2024-07-19,ORD-1674,121950.0,333.1,59166.53,210.7,62239.68
2024-07-19,ORD-1675,113700.0,465.78,62130.29,295.06,50808.87
2024-07-20,ORD-1676,66250.0,271.45,36506.97,171.88,29299.7
2024-07-20,ORD-1677,81700.0,334.86,45049.98,212.07,36103.09
2024-07-21,ORD-1678,56700.0,234.38,31402.44,147.23,24915.95
2024-07-22,ORD-1679,118650.0,326.2,58397.52,205.57,59720.72
2024-07-21,ORD-1680,65250.0,179.67,32173.73,113.31,32783.29
2024-07-23,ORD-1681,178800.0,490.17,87779.92,308.99,90220.92
2024-07-23,ORD-1682,41550.0,172.67,23083.01,107.48,18186.84
2024-07-22,ORD-1683,96750.0,402.66,53823.36,250.49,42273.5
2024-07-22,ORD-1684,41550.0,173.21,23138.5,107.67,18130.63
2024-07-24,ORD-1685,73500.0,308.12,41033.38,191.24,31967.27
2024-07-24,ORD-1686,100800.0,395.19,56503.58,261.76,43639.47
2024-07-23,ORD-1687,63700.0,247.74,35576.33,164.7,27711.24
2024-07-24,ORD-1688,137550.0,359.91,68455.36,238.5,68496.23
2024-07-24,ORD-1689,44600.0,174.15,24945.28,115.49,19365.08
2024-07-26,ORD-1690,54300.0,234.44,30638.79,141.08,23285.68
2024-07-24,ORD-1691,116550.0,398.98,69133.68,239.13,46778.21
2024-07-25,ORD-1692,87200.0,363.92,49364.39,225.78,37245.91
2024-07-27,ORD-1693,66600.0,194.33,33410.11,115.05,32880.51
2024-07-26,ORD-1694,139200.0,407.81,70131.14,241.13,68419.92
2024-07-27,ORD-1695,117100.0,516.5,66453.39,304.74,49825.37
2024-07-27,ORD-1696,73300.0,294.21,41711.99,189.94,31103.87
2024-07-28,ORD-1697,75100.0,300.37,42648.38,194.49,31956.77
2024-07-27,ORD-1698,45100.0,181.74,25708.2,117.12,19092.93
2024-07-27,ORD-1699,107500.0,431.6,61149.2,278.75,45640.45
2024-07-29,ORD-1700,80550.0,215.79,40860.72,139.69,39333.8
2024-07-27,ORD-1701,126600.0,337.14,63863.79,218.74,62180.32
2024-07-28,ORD-1702,135450.0,373.26,68920.96,233.74,65922.05
2024-07-31,ORD-1703,85050.0,232.38,43750.92,147.48,40919.22
2024-07-29,ORD-1704,118950.0,326.49,61251.29,206.71,57165.51
2024-07-30,ORD-1705,64850.0,266.53,37476.12,168.58,26938.77
2024-07-30,ORD-1706,169800.0,482.38,87562.98,294.43,81460.21
2024-07-30,ORD-1707,162000.0,459.78,83705.58,280.55,77554.09
2024-08-02,ORD-1708,132450.0,353.62,68379.17,229.0,63488.21
2024-08-01,ORD-1709,75600.0,202.35,39140.11,131.14,36126.39
2024-08-01,ORD-1710,72300.0,289.54,42031.14,187.41,29791.9
2024-08-02,ORD-1711,61050.0,166.45,31722.82,105.5,29055.23
2024-08-01,ORD-1712,177900.0,486.75,92524.88,308.69,84579.68
2024-08-02,ORD-1713,76250.0,292.23,44938.39,198.1,30821.27
2024-08-02,ORD-1714,51150.0,194.99,30076.42,132.64,20745.95
2024-08-04,ORD-1715,160950.0,409.31,84198.3,278.34,76064.05
2024-08-02,ORD-1716,156300.0,399.82,81848.58,270.98,73780.61
2024-08-03,ORD-1717,96650.0,358.01,57423.03,251.19,38617.77
2024-08-04,ORD-1718,142200.0,350.83,75143.26,246.24,66459.67
2024-08-04,ORD-1719,116400.0,289.12,61566.96,202.25,54341.67
2024-08-04,ORD-1720,119550.0,296.03,63145.6,207.87,55900.5
2024-08-06,ORD-1721,112750.0,473.45,67239.92,293.46,44743.17
2024-08-06,ORD-1722,61750.0,258.32,36692.51,160.08,24639.09
2024-08-05,ORD-1723,93150.0,260.1,49160.84,161.12,43567.94
2024-08-05,ORD-1724,84600.0,347.95,50650.65,220.0,33381.4
2024-08-06,ORD-1725,53750.0,221.65,32118.47,139.68,21270.2
2024-08-06,ORD-1726,139350.0,382.23,74049.26,241.15,64677.36
2024-08-06,ORD-1727,63600.0,262.16,38166.75,165.8,25005.28
2024-08-07,ORD-1728,159300.0,438.49,84616.38,276.64,73968.49
2024-08-07,ORD-1729,57350.0,236.94,34382.85,149.45,22580.76
2024-08-07,ORD-1730,108000.0,298.41,57741.12,186.54,49773.93
2024-08-08,ORD-1731,81050.0,336.04,48839.36,210.66,31663.94
2024-08-08,ORD-1732,57900.0,240.49,34945.41,150.38,22563.73
2024-08-06,ORD-1733,95200.0,396.71,57500.53,247.53,37055.22
2024-08-08,ORD-1734,96250.0,386.52,58285.37,249.51,37328.6
2024-08-07,ORD-1735,65200.0,262.04,39542.15,169.37,25226.44
2024-08-08,ORD-1736,61650.0,249.75,37365.52,160.29,23874.45
2024-08-08,ORD-1737,121950.0,327.56,65782.66,211.33,55628.45
2024-08-10,ORD-1738,58500.0,238.91,35657.5,152.19,22451.4
2024-08-10,ORD-1739,150600.0,411.49,81260.28,260.73,68667.5
2024-08-10,ORD-1740,115100.0,469.76,70041.51,299.27,44289.46
2024-08-10,ORD-1741,68100.0,185.79,36708.62,117.56,31088.03
2024-08-11,ORD-1742,121500.0,313.13,65765.5,210.6,55210.76
2024-08-09,ORD-1743,72450.0,217.42,45517.5,145.84,26569.24
2024-08-11,ORD-1744,97350.0,251.93,52725.79,168.72,44203.56
2024-08-10,ORD-1745,78050.0,361.07,56856.38,242.78,20589.77
2024-08-11,ORD-1746,87750.0,226.38,47623.3,152.28,39748.04
2024-08-11,ORD-1747,67950.0,175.42,36770.37,117.89,30886.32
2024-08-10,ORD-1748,151800.0,392.95,82600.7,263.69,68542.66
2024-08-10,ORD-1749,82800.0,213.14,45084.52,143.55,37358.79
2024-08-12,ORD-1750,69750.0,179.83,37923.08,120.99,31526.1
2024-08-12,ORD-1751,68850.0,179.61,37727.36,119.53,30823.49
2024-08-12,ORD-1752,101550.0,396.03,62742.24,264.45,38147.28
