order_id,product_type,machine_id,start_time,end_time,qty_target
ORD-1281,Product_B,M01,2024-03-24 06:00:00.000000,2024-03-24 11:42:45.446952,1142
ORD-1282,Product_A,M01,2024-03-24 12:37:45.446952,2024-03-24 17:05:07.640902,445
ORD-1283,Product_B,M02,2024-03-24 06:00:00.000000,2024-03-24 11:42:06.837092,1140
ORD-1284,Product_A,M02,2024-03-24 12:38:06.837092,2024-03-24 20:47:26.947305,815
ORD-1285,Product_B,M01,2024-03-25 06:00:00.000000,2024-03-25 14:10:47.892258,1635
ORD-1286,Product_B,M01,2024-03-25 15:30:47.892258,2024-03-25 20:15:38.634050,949
ORD-1287,Product_B,M02,2024-03-25 06:00:00.000000,2024-03-25 12:14:27.045033,1248
ORD-1288,Product_A,M03,2024-03-25 06:00:00.000000,2024-03-25 14:26:29.597965,844
ORD-1289,Product_B,M01,2024-03-26 06:00:00.000000,2024-03-26 14:43:45.054533,1745
ORD-1290,Product_A,M02,2024-03-26 06:00:00.000000,2024-03-26 14:49:58.922223,883
ORD-1291,Product_A,M03,2024-03-26 06:00:00.000000,2024-03-26 15:01:02.173643,901
ORD-1292,Product_A,M03,2024-03-26 15:42:02.173643,2024-03-26 22:29:03.513499,678
ORD-1293,Product_A,M01,2024-03-27 06:00:00.000000,2024-03-27 13:05:43.841039,709
ORD-1294,Product_B,M02,2024-03-27 06:00:00.000000,2024-03-27 14:53:15.527440,1777
ORD-1295,Product_B,M02,2024-03-27 15:44:15.527440,2024-03-27 23:34:04.740486,1566
ORD-1296,Product_A,M03,2024-03-27 06:00:00.000000,2024-03-27 10:57:13.676634,495
ORD-1297,Product_A,M01,2024-03-28 06:00:00.000000,2024-03-28 17:56:47.255384,1194
ORD-1298,Product_B,M02,2024-03-28 06:00:00.000000,2024-03-28 14:09:59.276371,1633
ORD-1299,Product_A,M02,2024-03-28 15:35:59.276371,2024-03-28 22:07:40.865842,652
ORD-1300,Product_B,M03,2024-03-28 06:00:00.000000,2024-03-28 15:48:21.075111,1961
ORD-1301,Product_B,M01,2024-03-29 06:00:00.000000,2024-03-29 13:16:40.362593,1455
ORD-1302,Product_A,M01,2024-03-29 13:52:40.362593,2024-03-29 19:58:53.320291,610
ORD-1303,Product_B,M02,2024-03-29 06:00:00.000000,2024-03-29 12:44:23.297657,1347
ORD-1304,Product_A,M02,2024-03-29 13:28:23.297657,2024-03-29 20:00:05.066633,652
ORD-1305,Product_A,M01,2024-03-30 06:00:00.000000,2024-03-30 12:08:30.582341,614
ORD-1306,Product_A,M01,2024-03-30 13:19:30.582341,2024-03-30 20:46:32.111366,745
ORD-1307,Product_B,M03,2024-03-30 06:00:00.000000,2024-03-30 14:52:40.611251,1775
ORD-1308,Product_B,M01,2024-03-31 06:00:00.000000,2024-03-31 11:06:15.630710,1020
ORD-1309,Product_A,M02,2024-03-31 06:00:00.000000,2024-03-31 13:46:59.654511,778
ORD-1310,Product_B,M02,2024-03-31 14:39:59.654511,2024-03-31 20:54:42.206413,1249
ORD-1311,Product_B,M03,2024-03-31 06:00:00.000000,2024-03-31 11:13:35.892647,1045
ORD-1312,Product_B,M03,2024-03-31 12:19:35.892647,2024-03-31 21:15:19.826341,1785
ORD-1313,Product_A,M01,2024-04-01 06:00:00.000000,2024-04-01 17:51:27.539958,1185
ORD-1314,Product_B,M02,2024-04-01 06:00:00.000000,2024-04-01 17:56:09.440139,2387
ORD-1315,Product_B,M02,2024-04-01 19:01:09.440139,2024-04-01 23:43:24.454593,940
ORD-1316,Product_B,M01,2024-04-02 06:00:00.000000,2024-04-02 10:09:16.995593,830
ORD-1317,Product_A,M02,2024-04-02 06:00:00.000000,2024-04-02 12:12:32.837252,620
ORD-1318,Product_A,M02,2024-04-02 12:50:32.837252,2024-04-02 22:44:00.135050,989
ORD-1319,Product_B,M03,2024-04-02 06:00:00.000000,2024-04-02 10:04:37.710183,815
ORD-1320,Product_B,M03,2024-04-02 10:47:37.710183,2024-04-02 15:13:19.190038,885
ORD-1321,Product_B,M03,2024-04-02 16:05:19.190038,2024-04-02 23:31:00.549395,1485
ORD-1322,Product_A,M01,2024-04-03 06:00:00.000000,2024-04-03 15:56:12.706122,993
ORD-1323,Product_A,M01,2024-04-04 06:00:00.000000,2024-04-04 14:57:38.827377,896
ORD-1324,Product_B,M01,2024-04-04 15:58:38.827377,2024-04-04 20:13:27.751609,849
ORD-1325,Product_A,M02,2024-04-04 06:00:00.000000,2024-04-04 12:08:46.846702,614
ORD-1326,Product_A,M03,2024-04-04 06:00:00.000000,2024-04-04 11:36:17.764714,560
ORD-1327,Product_B,M03,2024-04-04 12:29:17.764714,2024-04-04 20:46:40.920530,1657
ORD-1328,Product_A,M01,2024-04-05 06:00:00.000000,2024-04-05 11:10:48.791890,518
ORD-1329,Product_B,M01,2024-04-05 12:15:48.791890,2024-04-05 23:37:20.486951,2271
ORD-1330,Product_A,M02,2024-04-05 06:00:00.000000,2024-04-05 11:08:39.044523,514
ORD-1331,Product_B,M02,2024-04-05 11:40:39.044523,2024-04-05 18:24:24.908555,1345
ORD-1332,Product_B,M03,2024-04-05 06:00:00.000000,2024-04-05 17:57:57.281458,2393
ORD-1333,Product_B,M01,2024-04-06 06:00:00.000000,2024-04-06 15:50:27.612890,1968
ORD-1334,Product_B,M02,2024-04-06 06:00:00.000000,2024-04-06 17:35:08.685548,2317
ORD-1335,Product_B,M03,2024-04-06 06:00:00.000000,2024-04-06 17:35:39.957843,2318
ORD-1336,Product_A,M01,2024-04-07 06:00:00.000000,2024-04-07 14:38:14.909010,863
ORD-1337,Product_B,M02,2024-04-07 06:00:00.000000,2024-04-07 13:32:58.350131,1509
ORD-1338,Product_B,M03,2024-04-07 06:00:00.000000,2024-04-07 14:19:19.696355,1664
ORD-1339,Product_A,M03,2024-04-07 15:37:19.696355,2024-04-07 20:34:20.548851,495
ORD-1340,Product_B,M01,2024-04-08 06:00:00.000000,2024-04-08 14:31:35.972018,1705
ORD-1341,Product_A,M02,2024-04-08 06:00:00.000000,2024-04-08 13:32:42.844573,754
ORD-1342,Product_B,M02,2024-04-08 14:44:42.844573,2024-04-08 20:27:16.030359,1141
ORD-1343,Product_A,M03,2024-04-08 06:00:00.000000,2024-04-08 15:25:53.670833,943
ORD-1344,Product_B,M03,2024-04-08 15:59:53.670833,2024-04-08 23:52:54.854082,1576
ORD-1345,Product_B,M01,2024-04-09 06:00:00.000000,2024-04-09 11:00:31.148797,1001
ORD-1346,Product_A,M01,2024-04-09 12:07:31.148797,2024-04-09 21:53:39.148741,976
ORD-1347,Product_B,M02,2024-04-09 06:00:00.000000,2024-04-09 17:52:17.741594,2374
ORD-1348,Product_B,M01,2024-04-10 06:00:00.000000,2024-04-10 13:04:48.639320,1416
ORD-1349,Product_B,M02,2024-04-10 06:00:00.000000,2024-04-10 15:11:00.666003,1836
ORD-1350,Product_B,M03,2024-04-10 06:00:00.000000,2024-04-10 13:31:22.274609,1504
ORD-1351,Product_B,M01,2024-04-11 06:00:00.000000,2024-04-11 14:05:07.444450,1617
ORD-1352,Product_B,M01,2024-04-11 15:17:07.444450,2024-04-11 20:34:19.848151,1057
ORD-1353,Product_B,M02,2024-04-11 06:00:00.000000,2024-04-11 10:45:21.521362,951
ORD-1354,Product_B,M02,2024-04-11 11:25:21.521362,2024-04-11 15:38:23.161887,843
ORD-1355,Product_A,M03,2024-04-11 06:00:00.000000,2024-04-11 13:14:53.013673,724
ORD-1356,Product_A,M03,2024-04-11 14:23:53.013673,2024-04-11 20:42:55.459439,631
ORD-1357,Product_A,M01,2024-04-12 06:00:00.000000,2024-04-12 10:18:30.240099,430
ORD-1358,Product_B,M01,2024-04-12 11:36:30.240099,2024-04-12 18:37:09.242556,1402
ORD-1359,Product_B,M03,2024-04-12 06:00:00.000000,2024-04-12 11:49:08.039281,1163
ORD-1360,Product_B,M01,2024-04-13 06:00:00.000000,2024-04-13 16:32:44.973497,2109
ORD-1361,Product_B,M02,2024-04-13 06:00:00.000000,2024-04-13 15:17:01.132756,1856
ORD-1362,Product_A,M03,2024-04-13 06:00:00.000000,2024-04-13 14:22:06.973663,836
ORD-1363,Product_B,M01,2024-04-14 06:00:00.000000,2024-04-14 17:22:51.999946,2276
ORD-1364,Product_A,M02,2024-04-14 06:00:00.000000,2024-04-14 15:16:48.504107,928
ORD-1365,Product_B,M02,2024-04-14 16:13:48.504107,2024-04-14 20:51:56.198890,927
ORD-1366,Product_A,M01,2024-04-15 06:00:00.000000,2024-04-15 14:34:04.792036,856
ORD-1367,Product_B,M01,2024-04-15 15:30:04.792036,2024-04-15 20:42:39.256569,1041
ORD-1368,Product_A,M01,2024-04-16 06:00:00.000000,2024-04-16 13:36:20.572588,760
ORD-1369,Product_B,M02,2024-04-16 06:00:00.000000,2024-04-16 11:17:15.485141,1057
ORD-1370,Product_B,M02,2024-04-16 12:22:15.485141,2024-04-16 18:21:01.567105,1195
ORD-1371,Product_A,M03,2024-04-16 06:00:00.000000,2024-04-16 10:43:05.756033,471
ORD-1372,Product_B,M03,2024-04-16 11:26:05.756033,2024-04-16 21:22:42.094398,1988
ORD-1373,Product_A,M01,2024-04-17 06:00:00.000000,2024-04-17 13:36:20.482964,760
ORD-1374,Product_B,M02,2024-04-17 06:00:00.000000,2024-04-17 13:05:07.565016,1417
ORD-1375,Product_B,M03,2024-04-17 06:00:00.000000,2024-04-17 12:06:08.961038,1220
ORD-1376,Product_B,M03,2024-04-17 12:47:08.961038,2024-04-17 23:15:45.429184,2095
ORD-1377,Product_B,M01,2024-04-18 06:00:00.000000,2024-04-18 10:19:18.888820,864
ORD-1378,Product_B,M01,2024-04-18 11:00:18.888820,2024-04-18 22:45:38.442067,2351
ORD-1379,Product_B,M02,2024-04-18 06:00:00.000000,2024-04-18 14:41:48.375394,1739
ORD-1380,Product_B,M03,2024-04-18 06:00:00.000000,2024-04-18 16:01:14.232490,2004
ORD-1381,Product_B,M01,2024-04-19 06:00:00.000000,2024-04-19 16:57:10.313208,2190
ORD-1382,Product_B,M02,2024-04-19 06:00:00.000000,2024-04-19 13:00:07.755469,1400
ORD-1383,Product_A,M03,2024-04-19 06:00:00.000000,2024-04-19 15:29:27.533373,949
ORD-1384,Product_B,M01,2024-04-20 06:00:00.000000,2024-04-20 10:53:13.557431,977
ORD-1385,Product_A,M01,2024-04-20 11:56:13.557431,2024-04-20 22:24:22.382968,1046
ORD-1386,Product_B,M02,2024-04-20 06:00:00.000000,2024-04-20 17:53:28.520699,2378
ORD-1387,Product_B,M03,2024-04-20 06:00:00.000000,2024-04-20 15:19:19.493616,1864
ORD-1388,Product_A,M01,2024-04-21 06:00:00.000000,2024-04-21 14:10:44.285300,817
ORD-1389,Product_A,M02,2024-04-21 06:00:00.000000,2024-04-21 16:40:39.559432,1067
ORD-1390,Product_A,M03,2024-04-21 06:00:00.000000,2024-04-21 12:44:21.707450,673
ORD-1391,Product_B,M03,2024-04-21 13:45:21.707450,2024-04-21 19:34:39.965201,1164
ORD-1392,Product_A,M01,2024-04-22 06:00:00.000000,2024-04-22 15:21:15.814421,935
ORD-1393,Product_B,M01,2024-04-22 16:05:15.814421,2024-04-22 20:46:37.928918,937
ORD-1394,Product_B,M02,2024-04-22 06:00:00.000000,2024-04-22 14:18:48.207437,1662
ORD-1395,Product_A,M03,2024-04-22 06:00:00.000000,2024-04-22 16:53:39.868119,1089
ORD-1396,Product_B,M03,2024-04-22 17:33:39.868119,2024-04-22 23:50:49.314124,1257
ORD-1397,Product_A,M03,2024-04-23 06:00:00.000000,2024-04-23 10:42:26.948494,470
ORD-1398,Product_B,M01,2024-04-24 06:00:00.000000,2024-04-24 11:08:52.818850,1029
ORD-1399,Product_A,M01,2024-04-24 11:45:52.818850,2024-04-24 20:38:22.506029,887
ORD-1400,Product_A,M02,2024-04-24 06:00:00.000000,2024-04-24 13:47:21.122673,778
ORD-1401,Product_A,M03,2024-04-24 06:00:00.000000,2024-04-24 16:06:18.106919,1010
ORD-1402,Product_A,M01,2024-04-25 06:00:00.000000,2024-04-25 16:26:20.385862,1043
ORD-1403,Product_A,M01,2024-04-25 17:39:20.385862,2024-04-25 22:38:06.461954,497
ORD-1404,Product_A,M02,2024-04-25 06:00:00.000000,2024-04-25 10:34:10.684337,456
ORD-1405,Product_B,M02,2024-04-25 11:13:10.684337,2024-04-25 22:46:14.822720,2310
ORD-1406,Product_A,M03,2024-04-25 06:00:00.000000,2024-04-25 15:34:23.186947,957
ORD-1407,Product_B,M01,2024-04-26 06:00:00.000000,2024-04-26 15:37:12.951776,1924
ORD-1408,Product_A,M02,2024-04-26 06:00:00.000000,2024-04-26 16:32:41.455396,1054
ORD-1409,Product_B,M03,2024-04-26 06:00:00.000000,2024-04-26 13:23:04.706267,1476
ORD-1410,Product_A,M01,2024-04-27 06:00:00.000000,2024-04-27 14:55:18.763872,892
ORD-1411,Product_B,M02,2024-04-27 06:00:00.000000,2024-04-27 10:43:42.494427,945
ORD-1412,Product_A,M02,2024-04-27 11:20:42.494427,2024-04-27 19:20:49.761129,800
ORD-1413,Product_A,M01,2024-04-28 06:00:00.000000,2024-04-28 17:11:49.216559,1119
ORD-1414,Product_A,M02,2024-04-28 06:00:00.000000,2024-04-28 15:54:30.608707,990
ORD-1415,Product_A,M01,2024-04-29 06:00:00.000000,2024-04-29 10:54:39.247304,491
ORD-1416,Product_B,M01,2024-04-29 11:41:39.247304,2024-04-29 18:20:31.790899,1329
ORD-1417,Product_A,M02,2024-04-29 06:00:00.000000,2024-04-29 14:21:04.514173,835
ORD-1418,Product_A,M03,2024-04-29 06:00:00.000000,2024-04-29 12:24:45.411939,641
ORD-1419,Product_B,M03,2024-04-29 13:26:45.411939,2024-04-29 22:50:01.211258,1877
ORD-1420,Product_B,M01,2024-04-30 06:00:00.000000,2024-04-30 14:40:33.243739,1735
ORD-1421,Product_B,M02,2024-04-30 06:00:00.000000,2024-04-30 10:54:33.995276,981
ORD-1422,Product_B,M02,2024-04-30 12:02:33.995276,2024-04-30 22:56:43.873544,2180
ORD-1423,Product_B,M03,2024-04-30 06:00:00.000000,2024-04-30 17:47:10.585296,2357
ORD-1424,Product_B,M01,2024-05-01 06:00:00.000000,2024-05-01 11:05:54.552781,1019
ORD-1425,Product_A,M01,2024-05-01 12:00:54.552781,2024-05-01 20:38:25.218132,862
ORD-1426,Product_A,M03,2024-05-01 06:00:00.000000,2024-05-01 13:32:35.085114,754
ORD-1427,Product_A,M01,2024-05-02 06:00:00.000000,2024-05-02 12:19:22.094441,632
ORD-1428,Product_A,M01,2024-05-02 13:33:22.094441,2024-05-02 21:08:46.308825,759
ORD-1429,Product_A,M02,2024-05-02 06:00:00.000000,2024-05-02 12:29:52.535843,649
ORD-1430,Product_B,M02,2024-05-02 13:02:52.535843,2024-05-02 23:48:48.058489,2153
ORD-1431,Product_B,M03,2024-05-02 06:00:00.000000,2024-05-02 14:37:55.626202,1726
ORD-1432,Product_A,M01,2024-05-03 06:00:00.000000,2024-05-03 15:40:39.487491,967
ORD-1433,Product_A,M03,2024-05-03 06:00:00.000000,2024-05-03 15:19:10.094587,931
ORD-1434,Product_A,M03,2024-05-03 16:10:10.094587,2024-05-03 23:30:09.743684,733
ORD-1435,Product_B,M01,2024-05-04 06:00:00.000000,2024-05-04 16:45:56.975458,2153
ORD-1436,Product_B,M02,2024-05-04 06:00:00.000000,2024-05-04 14:02:13.731365,1607
ORD-1437,Product_A,M02,2024-05-04 15:05:13.731365,2024-05-04 23:54:01.222029,881
ORD-1438,Product_A,M03,2024-05-04 06:00:00.000000,2024-05-04 16:47:19.653814,1078
ORD-1439,Product_A,M03,2024-05-04 17:34:19.653814,2024-05-04 22:52:33.644015,530
ORD-1440,Product_A,M02,2024-05-05 06:00:00.000000,2024-05-05 16:59:34.780334,1099
ORD-1441,Product_B,M03,2024-05-05 06:00:00.000000,2024-05-05 12:46:23.198758,1354
ORD-1442,Product_B,M01,2024-05-06 06:00:00.000000,2024-05-06 13:48:45.439781,1562
ORD-1443,Product_A,M02,2024-05-06 06:00:00.000000,2024-05-06 14:46:52.044206,878
ORD-1444,Product_B,M03,2024-05-06 06:00:00.000000,2024-05-06 11:45:34.390991,1151
ORD-1445,Product_B,M01,2024-05-07 06:00:00.000000,2024-05-07 14:32:10.661154,1707
ORD-1446,Product_B,M01,2024-05-07 15:29:10.661154,2024-05-07 23:56:20.708410,1690
ORD-1447,Product_A,M02,2024-05-07 06:00:00.000000,2024-05-07 14:35:28.982622,859
ORD-1448,Product_B,M03,2024-05-07 06:00:00.000000,2024-05-07 15:14:55.568382,1849
ORD-1449,Product_A,M03,2024-05-07 16:03:55.568382,2024-05-07 21:25:28.246730,535
ORD-1450,Product_A,M01,2024-05-08 06:00:00.000000,2024-05-08 11:33:51.973444,556
ORD-1451,Product_B,M02,2024-05-09 06:00:00.000000,2024-05-09 13:13:55.061548,1446
ORD-1452,Product_A,M02,2024-05-09 13:53:55.061548,2024-05-09 18:52:30.918055,497
ORD-1453,Product_A,M03,2024-05-09 06:00:00.000000,2024-05-09 11:24:17.793991,540
ORD-1454,Product_B,M03,2024-05-09 12:39:17.793991,2024-05-09 18:59:46.163934,1268
ORD-1455,Product_B,M01,2024-05-10 06:00:00.000000,2024-05-10 14:46:33.501211,1755
ORD-1456,Product_B,M02,2024-05-10 06:00:00.000000,2024-05-10 11:20:25.396352,1068
ORD-1457,Product_B,M02,2024-05-10 12:45:25.396352,2024-05-10 22:37:31.726934,1973
ORD-1458,Product_A,M03,2024-05-10 06:00:00.000000,2024-05-10 14:02:37.036319,804
ORD-1459,Product_B,M01,2024-05-11 06:00:00.000000,2024-05-11 14:24:10.415179,1680
ORD-1460,Product_A,M02,2024-05-11 06:00:00.000000,2024-05-11 15:22:00.984442,936
ORD-1461,Product_A,M03,2024-05-11 06:00:00.000000,2024-05-11 10:44:52.999246,474
ORD-1462,Product_A,M01,2024-05-12 06:00:00.000000,2024-05-12 17:09:03.639261,1115
ORD-1463,Product_A,M02,2024-05-12 06:00:00.000000,2024-05-12 14:15:46.563896,826
ORD-1464,Product_A,M03,2024-05-12 06:00:00.000000,2024-05-12 17:19:17.812712,1132
ORD-1465,Product_B,M03,2024-05-12 18:48:17.812712,2024-05-12 23:00:29.440305,840
ORD-1466,Product_A,M01,2024-05-13 06:00:00.000000,2024-05-13 10:17:21.871867,428
ORD-1467,Product_A,M01,2024-05-13 11:27:21.871867,2024-05-13 17:30:10.724051,604
ORD-1468,Product_B,M02,2024-05-13 06:00:00.000000,2024-05-13 12:07:15.754412,1224
ORD-1469,Product_A,M02,2024-05-13 13:28:15.754412,2024-05-13 19:25:55.411026,596
ORD-1470,Product_B,M01,2024-05-14 06:00:00.000000,2024-05-14 11:06:24.702007,1021
ORD-1471,Product_A,M03,2024-05-14 06:00:00.000000,2024-05-14 15:19:28.015428,932
ORD-1472,Product_B,M03,2024-05-14 16:01:28.015428,2024-05-14 21:34:54.584014,1111
ORD-1473,Product_B,M01,2024-05-15 06:00:00.000000,2024-05-15 17:10:22.421841,2234
ORD-1474,Product_A,M02,2024-05-15 06:00:00.000000,2024-05-15 13:21:38.510524,736
ORD-1475,Product_B,M02,2024-05-15 14:32:38.510524,2024-05-15 22:46:53.147645,1647
ORD-1476,Product_A,M03,2024-05-15 06:00:00.000000,2024-05-15 13:04:52.409510,708
ORD-1477,Product_A,M01,2024-05-16 06:00:00.000000,2024-05-16 10:19:20.488834,432
ORD-1478,Product_A,M01,2024-05-16 10:49:20.488834,2024-05-16 16:18:40.132895,548
ORD-1479,Product_B,M02,2024-05-16 06:00:00.000000,2024-05-16 17:17:23.372289,2257
ORD-1480,Product_B,M02,2024-05-16 18:33:23.372289,2024-05-16 23:37:14.353116,1012
ORD-1481,Product_A,M03,2024-05-16 06:00:00.000000,2024-05-16 13:47:01.692521,778
ORD-1482,Product_A,M01,2024-05-17 06:00:00.000000,2024-05-17 11:37:47.446178,562
ORD-1483,Product_B,M02,2024-05-17 06:00:00.000000,2024-05-17 15:24:36.911844,1882
ORD-1484,Product_B,M01,2024-05-18 06:00:00.000000,2024-05-18 11:22:14.199947,1074
ORD-1485,Product_B,M01,2024-05-18 12:20:14.199947,2024-05-18 17:32:11.298529,1039
ORD-1486,Product_A,M02,2024-05-18 06:00:00.000000,2024-05-18 15:40:44.151726,967
ORD-1487,Product_A,M03,2024-05-18 06:00:00.000000,2024-05-18 16:55:24.444365,1092
ORD-1488,Product_A,M01,2024-05-19 06:00:00.000000,2024-05-19 15:45:34.715270,975
ORD-1489,Product_B,M01,2024-05-19 16:37:34.715270,2024-05-19 21:45:07.791021,1025
ORD-1490,Product_B,M02,2024-05-19 06:00:00.000000,2024-05-19 14:56:23.975884,1787
ORD-1491,Product_B,M03,2024-05-19 06:00:00.000000,2024-05-19 11:48:10.332689,1160
ORD-1492,Product_A,M03,2024-05-19 13:18:10.332689,2024-05-19 22:01:02.893460,871
ORD-1493,Product_A,M01,2024-05-20 06:00:00.000000,2024-05-20 14:05:13.169164,808
ORD-1494,Product_B,M03,2024-05-20 06:00:00.000000,2024-05-20 12:32:24.182604,1308
ORD-1495,Product_B,M03,2024-05-20 13:43:24.182604,2024-05-20 22:53:42.959364,1834
ORD-1496,Product_B,M01,2024-05-21 06:00:00.000000,2024-05-21 15:04:13.864071,1814
ORD-1497,Product_A,M01,2024-05-21 16:22:13.864071,2024-05-21 22:50:31.563883,647
ORD-1498,Product_A,M03,2024-05-21 06:00:00.000000,2024-05-21 12:22:26.239238,637
ORD-1499,Product_B,M01,2024-05-22 06:00:00.000000,2024-05-22 13:43:12.097457,1544
ORD-1500,Product_B,M02,2024-05-22 06:00:00.000000,2024-05-22 10:43:06.046613,943
ORD-1501,Product_A,M02,2024-05-22 11:31:06.046613,2024-05-22 19:28:14.023213,795
ORD-1502,Product_B,M03,2024-05-22 06:00:00.000000,2024-05-22 12:19:46.533131,1265
ORD-1503,Product_A,M01,2024-05-23 06:00:00.000000,2024-05-23 15:06:25.863422,910
ORD-1504,Product_A,M02,2024-05-23 06:00:00.000000,2024-05-23 11:12:42.301013,521
ORD-1505,Product_A,M02,2024-05-23 12:15:42.301013,2024-05-23 20:42:10.591180,844
ORD-1506,Product_A,M03,2024-05-23 06:00:00.000000,2024-05-23 13:25:43.753809,742
ORD-1507,Product_B,M02,2024-05-24 06:00:00.000000,2024-05-24 12:37:52.531352,1326
ORD-1508,Product_A,M02,2024-05-24 13:23:52.531352,2024-05-24 21:59:37.675586,859
ORD-1509,Product_A,M03,2024-05-24 06:00:00.000000,2024-05-24 16:47:33.886057,1079
ORD-1510,Product_B,M01,2024-05-25 06:00:00.000000,2024-05-25 11:34:17.208189,1114
ORD-1511,Product_A,M01,2024-05-25 12:50:17.208189,2024-05-25 18:25:32.842712,558
ORD-1512,Product_A,M02,2024-05-25 06:00:00.000000,2024-05-25 16:34:33.993111,1057
ORD-1513,Product_A,M03,2024-05-25 06:00:00.000000,2024-05-25 17:34:30.020584,1157
ORD-1514,Product_B,M01,2024-05-26 06:00:00.000000,2024-05-26 15:56:24.005509,1988
ORD-1515,Product_A,M02,2024-05-26 06:00:00.000000,2024-05-26 12:29:15.696552,648
ORD-1516,Product_A,M02,2024-05-26 13:28:15.696552,2024-05-26 19:12:09.355781,573
ORD-1517,Product_A,M03,2024-05-26 06:00:00.000000,2024-05-26 17:44:25.607845,1174
ORD-1518,Product_B,M01,2024-05-27 06:00:00.000000,2024-05-27 12:03:53.701168,1212
ORD-1519,Product_B,M02,2024-05-27 06:00:00.000000,2024-05-27 16:00:51.962410,2002
ORD-1520,Product_B,M03,2024-05-27 06:00:00.000000,2024-05-27 16:26:05.073515,2086
ORD-1521,Product_A,M01,2024-05-28 06:00:00.000000,2024-05-28 10:53:08.582451,488
ORD-1522,Product_A,M01,2024-05-28 11:38:08.582451,2024-05-28 17:05:12.618915,545
ORD-1523,Product_B,M02,2024-05-28 06:00:00.000000,2024-05-28 17:00:48.248120,2202
ORD-1524,Product_A,M03,2024-05-28 06:00:00.000000,2024-05-28 11:47:20.298733,578
ORD-1525,Product_A,M01,2024-05-29 06:00:00.000000,2024-05-29 15:34:24.288700,957
ORD-1526,Product_A,M02,2024-05-29 06:00:00.000000,2024-05-29 17:11:20.232352,1118
ORD-1527,Product_A,M01,2024-05-30 06:00:00.000000,2024-05-30 17:21:42.470603,1136
ORD-1528,Product_A,M02,2024-05-30 06:00:00.000000,2024-05-30 16:46:37.393074,1077
ORD-1529,Product_B,M03,2024-05-30 06:00:00.000000,2024-05-30 17:52:58.833041,2376
ORD-1530,Product_B,M02,2024-05-31 06:00:00.000000,2024-05-31 16:15:36.783794,2052
ORD-1531,Product_A,M03,2024-05-31 06:00:00.000000,2024-05-31 13:11:37.017719,719
ORD-1532,Product_A,M01,2024-06-01 06:00:00.000000,2024-06-01 12:53:49.104562,689
ORD-1533,Product_A,M02,2024-06-01 06:00:00.000000,2024-06-01 13:31:37.185810,752
ORD-1534,Product_B,M02,2024-06-01 14:40:37.185810,2024-06-01 21:09:57.346545,1297
ORD-1535,Product_A,M03,2024-06-01 06:00:00.000000,2024-06-01 17:51:03.742443,1185
ORD-1536,Product_B,M01,2024-06-02 06:00:00.000000,2024-06-02 16:25:48.538305,2086
ORD-1537,Product_B,M01,2024-06-02 17:38:48.538305,2024-06-02 22:08:00.378142,897
ORD-1538,Product_A,M03,2024-06-02 06:00:00.000000,2024-06-02 13:33:01.161833,755
ORD-1539,Product_B,M01,2024-06-03 06:00:00.000000,2024-06-03 14:16:37.093564,1655
ORD-1540,Product_B,M01,2024-06-03 15:25:37.093564,2024-06-03 20:44:57.683875,1064
ORD-1541,Product_A,M02,2024-06-03 06:00:00.000000,2024-06-03 16:37:32.397852,1062
ORD-1542,Product_B,M03,2024-06-03 06:00:00.000000,2024-06-03 11:14:49.776811,1049
ORD-1543,Product_A,M02,2024-06-04 06:00:00.000000,2024-06-04 15:45:02.977953,975
ORD-1544,Product_A,M03,2024-06-04 06:00:00.000000,2024-06-04 17:31:21.521815,1152
ORD-1545,Product_A,M01,2024-06-05 06:00:00.000000,2024-06-05 13:04:29.798180,707
ORD-1546,Product_B,M01,2024-06-05 14:22:29.798180,2024-06-05 22:06:49.671131,1547
ORD-1547,Product_A,M02,2024-06-05 06:00:00.000000,2024-06-05 13:24:45.919785,741
ORD-1548,Product_B,M03,2024-06-05 06:00:00.000000,2024-06-05 10:04:55.842807,816
ORD-1549,Product_B,M03,2024-06-05 11:12:55.842807,2024-06-05 19:36:10.213572,1677
ORD-1550,Product_B,M01,2024-06-06 06:00:00.000000,2024-06-06 16:27:47.685373,2092
ORD-1551,Product_B,M02,2024-06-06 06:00:00.000000,2024-06-06 11:28:01.350553,1093
ORD-1552,Product_A,M03,2024-06-06 06:00:00.000000,2024-06-06 10:19:05.153678,431
ORD-1553,Product_A,M03,2024-06-06 11:23:05.153678,2024-06-06 15:32:16.537062,415
ORD-1554,Product_B,M01,2024-06-07 06:00:00.000000,2024-06-07 12:33:11.024769,1310
ORD-1555,Product_A,M01,2024-06-07 13:36:11.024769,2024-06-07 23:04:41.271329,947
ORD-1556,Product_A,M02,2024-06-07 06:00:00.000000,2024-06-07 13:47:50.312967,779
ORD-1557,Product_B,M03,2024-06-07 06:00:00.000000,2024-06-07 17:28:56.357767,2296
ORD-1558,Product_A,M01,2024-06-08 06:00:00.000000,2024-06-08 11:13:27.774883,522
ORD-1559,Product_B,M02,2024-06-08 06:00:00.000000,2024-06-08 13:04:31.783081,1415
ORD-1560,Product_A,M03,2024-06-08 06:00:00.000000,2024-06-08 16:17:52.548812,1029
ORD-1561,Product_A,M01,2024-06-09 06:00:00.000000,2024-06-09 16:09:13.188146,1015
ORD-1562,Product_B,M01,2024-06-10 06:00:00.000000,2024-06-10 11:26:28.542565,1088
